MSA,LAT,LON,Provider,Market Size,Number of Companies,Market Share,Defend $,Product,Exclusion,Included_In_Ranking,Provider_Ratio,Benchmark,Competitor_Ratio,Provider_Opportunity_Rank,Overall_Opportunity_Rank,Opportunity_Score,Opportunity_Category,Firm ID,Total_Weight,Number_of_Occurrences,Weighted_Average_Score
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Choice Financial Group (ND),469995361,2831,0.022,0,Credit_Cash_Management,FALSE,TRUE,0,0.105141718,0,3,142,inf,Excellent,5932,9.46,1,5
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Citizens Bank,469995361,2831,0.001,264486,Credit_Cash_Management,FALSE,TRUE,0.562741725,0.105141718,5.352221104,14,678,0.18683832,Poor,4841,10.88,2,5
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,CoBank,469995361,2831,0.006,0,Credit_Cash_Management,FALSE,TRUE,0,0.105141718,0,7,288,inf,Good,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Fifth Third Bank,469995361,2831,0.013,0,Credit_Cash_Management,FALSE,TRUE,0,0.105141718,0,4,194,inf,Good,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,First National Bank of Elk River,469995361,2831,0.013,0,Credit_Cash_Management,FALSE,TRUE,0,0.105141718,0,5,195,inf,Good,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Ford Motor,469995361,2831,0.001,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Global Payments,469995361,2831,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Huntington National Bank,469995361,2831,0.005,2291424,Credit_Cash_Management,FALSE,TRUE,0.975083667,0.105141718,9.273994005,15,702,0.107828407,Poor,1676,15.61,3,3.606021781
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Intuit GoPayment,469995361,2831,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5877,10.88,1,3
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,JPMorgan,469995361,2831,0.015,545929,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1804,126.17,21,4.656653721
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,KeyBank,469995361,2831,0,0,Credit_Cash_Management,FALSE,TRUE,0,0.105141718,0,9,448,inf,Good,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Morgan Stanley Dean Witter,469995361,2831,0.012,5556031,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2227,32.24,4,4.415632754
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Old National Bank,469995361,2831,0.065,3174995,Credit_Cash_Management,FALSE,TRUE,0.103928849,0.105141718,0.988464432,11,562,1.01167019,Good,2397,39.26,4,4
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,PNC Bank,469995361,2831,0.001,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2444,47.97,6,4.575984991
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,PayPal,469995361,2831,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5894,89.8,8,3.923608018
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Premier Bank (MN),469995361,2831,0.042,0,Credit_Cash_Management,FALSE,TRUE,0,0.105141718,0,2,71,inf,Excellent,2565,29.72,3,4.633916555
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,RBC Capital Markets,469995361,2831,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Scale Bank,469995361,2831,0.001,0,Credit_Cash_Management,FALSE,TRUE,0,0.105141718,0,8,413,inf,Good,1256,21.84,2,5
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Square,469995361,2831,0,2406,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5895,28.54,3,3.337070778
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Truist,469995361,2831,0.003,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6590,3.98,1,4
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,UMB Bank,469995361,2831,0.039,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,US Bank,469995361,2831,0.139,4514787,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3141,346.37,40,4.126338886
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Wells Fargo ,469995361,2831,0.169,14708946,Credit_Cash_Management,TRUE,FALSE,0.185183069,0.105141718,1.76127109,13,603,0.567771768,Fair,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Alerus Financial,5292266700,2828,0.028,0,Deposits,TRUE,FALSE,,,,,,,,5337,47.62,5,4.03149937
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Alliance Bank (MN),5292266700,2828,0.006,0,Deposits,FALSE,TRUE,0,0.075728179,0,6,324,inf,Good,4501,9.46,1,5
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Associated Bank,5292266700,2828,0.022,43104326,Deposits,FALSE,TRUE,0.370217084,0.075728179,4.888762543,12,603,0.204550741,Poor,251,68.35,7,4.144257498
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,BMO,5292266700,2828,0.084,165545101,Deposits,TRUE,FALSE,,,,,,,,303,81.52,8,4.333660451
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Bank of America,5292266700,2828,0.015,12045392,Deposits,TRUE,FALSE,,,,,,,,4836,143.54,22,4.212971994
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Bell Bank,5292266700,2828,0.075,0,Deposits,FALSE,TRUE,0,0.075728179,0,1,38,inf,Excellent,6868,62.83,7,4.647461404
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Bremer Bank,5292266700,2828,0.116,83624976,Deposits,FALSE,TRUE,0.136218563,0.075728179,1.798783033,11,541,0.555931417,Fair,573,160.6,17,4.282752179
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Choice Financial Group (ND),5292266700,2828,0.028,0,Deposits,FALSE,TRUE,0,0.075728179,0,4,133,inf,Excellent,5932,9.46,1,5
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Citizens Bank,5292266700,2828,0.003,17816196,Deposits,FALSE,TRUE,1.12215282,0.075728179,14.81816726,14,643,0.067484729,Poor,4841,10.88,2,5
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,CoBank,5292266700,2828,0.004,0,Deposits,FALSE,TRUE,0,0.075728179,0,9,359,inf,Good,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Fifth Third Bank,5292266700,2828,0.005,0,Deposits,FALSE,TRUE,0,0.075728179,0,8,340,inf,Good,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,First National Bank of Elk River,5292266700,2828,0.006,0,Deposits,FALSE,TRUE,0,0.075728179,0,7,325,inf,Good,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Huntington National Bank,5292266700,2828,0.002,9487225,Deposits,FALSE,TRUE,0.896329072,0.075728179,11.83613664,13,637,0.084487027,Poor,1676,15.61,3,3.606021781
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,JPMorgan,5292266700,2828,0.016,36499004,Deposits,TRUE,FALSE,,,,,,,,1804,126.17,21,4.656653721
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Old National Bank,5292266700,2828,0.063,0,Deposits,FALSE,TRUE,0,0.075728179,0,2,47,inf,Excellent,2397,39.26,4,4
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Premier Bank (MN),5292266700,2828,0.03,0,Deposits,FALSE,TRUE,0,0.075728179,0,3,124,inf,Excellent,2565,29.72,3,4.633916555
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Scale Bank,5292266700,2828,0.02,0,Deposits,FALSE,TRUE,0,0.075728179,0,5,175,inf,Good,1256,21.84,2,5
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Truist,5292266700,2828,0.002,0,Deposits,TRUE,FALSE,,,,,,,,6590,3.98,1,4
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,UMB Bank,5292266700,2828,0.015,0,Deposits,TRUE,FALSE,,,,,,,,,,,
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,US Bank,5292266700,2828,0.173,61590058,Deposits,TRUE,FALSE,,,,,,,,3141,346.37,40,4.126338886
MN-WI-Minneapolis-St. Paul-Bloomington,45.096664,-93.275361,Wells Fargo ,5292266700,2828,0.264,104065552,Deposits,TRUE,FALSE,0.074483717,0.075728179,0.983566732,10,502,1.016707832,Good,,,,
MO-IL-St. Louis,38.740211,-90.345825,Authorize.Net,328576052,1866,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6030,9.1,1,5
MO-IL-St. Louis,38.740211,-90.345825,BMO,328576052,1866,0.021,17217,Credit_Cash_Management,TRUE,FALSE,,,,,,,,303,25.92,4,4.449459877
MO-IL-St. Louis,38.740211,-90.345825,Bank of America,328576052,1866,0.117,6380863,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4836,211.06,36,4.388183455
MO-IL-St. Louis,38.740211,-90.345825,Bank of New York Mellon,328576052,1866,0.002,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,15,380,inf,Good,427,17.03,2,4.548443922
MO-IL-St. Louis,38.740211,-90.345825,Busey Bank,328576052,1866,0.035,292951,Credit_Cash_Management,FALSE,TRUE,0.025473642,0.01629991,1.56280877,19,592,0.639873553,Fair,610,36.45,5,4.066941015
MO-IL-St. Louis,38.740211,-90.345825,Byline Bank,328576052,1866,0.004,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,12,329,inf,Good,,,,
MO-IL-St. Louis,38.740211,-90.345825,CIBC,328576052,1866,0.008,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,8,260,inf,Good,628,9.1,1,4
MO-IL-St. Louis,38.740211,-90.345825,Capital One,328576052,1866,0.001,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4859,71.28,11,4.594276094
MO-IL-St. Louis,38.740211,-90.345825,Carrollton Bank,328576052,1866,0.046,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,3,64,inf,Excellent,6716,66.26,7,5
MO-IL-St. Louis,38.740211,-90.345825,Cass Commercial Bank,328576052,1866,0.004,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,13,330,inf,Good,,,,
MO-IL-St. Louis,38.740211,-90.345825,Central Trust Bank,328576052,1866,0.033,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,4,95,inf,Excellent,747,3.85,1,5
MO-IL-St. Louis,38.740211,-90.345825,Citizens Bank,328576052,1866,0,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,18,449,inf,Good,4841,20.75,2,4.561445783
MO-IL-St. Louis,38.740211,-90.345825,Citizens Business Bank (CA),328576052,1866,0.002,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,16,381,inf,Good,,,,
MO-IL-St. Louis,38.740211,-90.345825,CoBank,328576052,1866,0.012,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,7,213,inf,Good,,,,
MO-IL-St. Louis,38.740211,-90.345825,Commerce Bank (MO),328576052,1866,0.078,765950,Credit_Cash_Management,FALSE,TRUE,0.029886146,0.01629991,1.833516054,20,606,0.545400188,Fair,873,116.45,15,4.646371833
MO-IL-St. Louis,38.740211,-90.345825,Deere & Co.,328576052,1866,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
MO-IL-St. Louis,38.740211,-90.345825,Enterprise Bank (MO),328576052,1866,0.124,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,1,10,inf,Excellent,1171,89.38,11,4.704967554
MO-IL-St. Louis,38.740211,-90.345825,First Bank (MO),328576052,1866,0.022,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,5,143,inf,Excellent,1291,9.76,4,3.75
MO-IL-St. Louis,38.740211,-90.345825,First State Community Bank in Missouri,328576052,1866,0.016,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,6,178,inf,Good,6724,9.34,1,5
MO-IL-St. Louis,38.740211,-90.345825,Great Southern Bank,328576052,1866,0.005,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,11,309,inf,Good,1521,11.54,2,5
MO-IL-St. Louis,38.740211,-90.345825,Huntington National Bank,328576052,1866,0.008,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,9,261,inf,Good,1676,10.13,2,5
MO-IL-St. Louis,38.740211,-90.345825,JPMorgan,328576052,1866,0.018,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1804,62.18,12,4.438887102
MO-IL-St. Louis,38.740211,-90.345825,Midwest BankCentre,328576052,1866,0.051,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,2,56,inf,Excellent,2178,46.46,5,5
MO-IL-St. Louis,38.740211,-90.345825,Montgomery First National Bank,328576052,1866,0.004,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,14,331,inf,Good,,,,
MO-IL-St. Louis,38.740211,-90.345825,PNC Bank,328576052,1866,0.052,2322389,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2444,89.74,12,4.42311121
MO-IL-St. Louis,38.740211,-90.345825,PayPal,328576052,1866,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5894,49.69,7,4.028375931
MO-IL-St. Louis,38.740211,-90.345825,Regions Bank,328576052,1866,0.041,1640402,Credit_Cash_Management,FALSE,TRUE,0.121767258,0.01629991,7.470425387,21,693,0.133861186,Poor,2665,71.6,9,4.380865922
MO-IL-St. Louis,38.740211,-90.345825,Simmons First Bank,328576052,1866,0.001,0,Credit_Cash_Management,FALSE,TRUE,0,0.01629991,0,17,414,inf,Good,2847,29.4,5,4.917006803
MO-IL-St. Louis,38.740211,-90.345825,UMB Bank,328576052,1866,0.072,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3158,60.67,8,4.82083402
MO-IL-St. Louis,38.740211,-90.345825,US Bank,328576052,1866,0.118,87888,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3141,222.4,39,4.67868705
MO-IL-St. Louis,38.740211,-90.345825,Visa,328576052,1866,0,5221,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3226,21.36,2,3.437265918
MO-IL-St. Louis,38.740211,-90.345825,Wells Fargo ,328576052,1866,0.008,0,Credit_Cash_Management,TRUE,FALSE,0,0.01629991,0,10,262,inf,Good,,,,
MO-IL-St. Louis,38.740211,-90.345825,Worldpay,328576052,1866,0,63293,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6051,26.37,3,3.416761471
MO-IL-St. Louis,38.740211,-90.345825,BMO,3607411376,1863,0.027,0,Deposits,TRUE,FALSE,,,,,,,,303,25.92,4,4.449459877
MO-IL-St. Louis,38.740211,-90.345825,Bank of America,3607411376,1863,0.137,128129749,Deposits,TRUE,FALSE,,,,,,,,4836,211.06,36,4.388183455
MO-IL-St. Louis,38.740211,-90.345825,Busey Bank,3607411376,1863,0.032,14775617,Deposits,FALSE,TRUE,0.127997055,0.012034956,10.63543993,19,634,0.09402526,Poor,610,36.45,5,4.066941015
MO-IL-St. Louis,38.740211,-90.345825,Byline Bank,3607411376,1863,0.013,0,Deposits,FALSE,TRUE,0,0.012034956,0,8,235,inf,Good,,,,
MO-IL-St. Louis,38.740211,-90.345825,CIBC,3607411376,1863,0.005,0,Deposits,FALSE,TRUE,0,0.012034956,0,10,341,inf,Good,628,9.1,1,4
MO-IL-St. Louis,38.740211,-90.345825,Carrollton Bank,3607411376,1863,0.051,0,Deposits,FALSE,TRUE,0,0.012034956,0,3,64,inf,Excellent,6716,66.26,7,5
MO-IL-St. Louis,38.740211,-90.345825,Cass Commercial Bank,3607411376,1863,0.002,0,Deposits,FALSE,TRUE,0,0.012034956,0,15,411,inf,Good,,,,
MO-IL-St. Louis,38.740211,-90.345825,Central Trust Bank,3607411376,1863,0.008,0,Deposits,FALSE,TRUE,0,0.012034956,0,9,294,inf,Good,747,3.85,1,5
MO-IL-St. Louis,38.740211,-90.345825,Citizens Bank,3607411376,1863,0.001,0,Deposits,FALSE,TRUE,0,0.012034956,0,16,431,inf,Good,4841,20.75,2,4.561445783
MO-IL-St. Louis,38.740211,-90.345825,Citizens Business Bank (CA),3607411376,1863,0.023,0,Deposits,FALSE,TRUE,0,0.012034956,0,6,157,inf,Excellent,,,,
MO-IL-St. Louis,38.740211,-90.345825,Commerce Bank (MO),3607411376,1863,0.123,0,Deposits,FALSE,TRUE,0,0.012034956,0,2,17,inf,Excellent,873,116.45,15,4.646371833
MO-IL-St. Louis,38.740211,-90.345825,Enterprise Bank (MO),3607411376,1863,0.136,0,Deposits,FALSE,TRUE,0,0.012034956,0,1,11,inf,Excellent,1171,89.38,11,4.704967554
MO-IL-St. Louis,38.740211,-90.345825,First Bank (MO),3607411376,1863,0.032,0,Deposits,FALSE,TRUE,0,0.012034956,0,5,118,inf,Excellent,1291,9.76,4,3.75
MO-IL-St. Louis,38.740211,-90.345825,First State Community Bank in Missouri,3607411376,1863,0.016,0,Deposits,FALSE,TRUE,0,0.012034956,0,7,208,inf,Good,6724,9.34,1,5
MO-IL-St. Louis,38.740211,-90.345825,Great Southern Bank,3607411376,1863,0.005,0,Deposits,FALSE,TRUE,0,0.012034956,0,11,342,inf,Good,1521,11.54,2,5
MO-IL-St. Louis,38.740211,-90.345825,Huntington National Bank,3607411376,1863,0.005,0,Deposits,FALSE,TRUE,0,0.012034956,0,12,343,inf,Good,1676,10.13,2,5
MO-IL-St. Louis,38.740211,-90.345825,JPMorgan,3607411376,1863,0,0,Deposits,TRUE,FALSE,,,,,,,,1804,62.18,12,4.438887102
MO-IL-St. Louis,38.740211,-90.345825,Midwest BankCentre,3607411376,1863,0.034,0,Deposits,FALSE,TRUE,0,0.012034956,0,4,108,inf,Excellent,2178,46.46,5,5
MO-IL-St. Louis,38.740211,-90.345825,Montgomery First National Bank,3607411376,1863,0.005,0,Deposits,FALSE,TRUE,0,0.012034956,0,13,344,inf,Good,,,,
MO-IL-St. Louis,38.740211,-90.345825,PNC Bank,3607411376,1863,0.062,12898175,Deposits,TRUE,FALSE,,,,,,,,2444,89.74,12,4.42311121
MO-IL-St. Louis,38.740211,-90.345825,Regions Bank,3607411376,1863,0.055,9059239,Deposits,FALSE,TRUE,0.045659732,0.012034956,3.793925861,18,595,0.263579215,Poor,2665,71.6,9,4.380865922
MO-IL-St. Louis,38.740211,-90.345825,Simmons First Bank,3607411376,1863,0.003,0,Deposits,FALSE,TRUE,0,0.012034956,0,14,395,inf,Good,2847,29.4,5,4.917006803
MO-IL-St. Louis,38.740211,-90.345825,UMB Bank,3607411376,1863,0.077,0,Deposits,TRUE,FALSE,,,,,,,,3158,60.67,8,4.82083402
MO-IL-St. Louis,38.740211,-90.345825,US Bank,3607411376,1863,0.145,8752926,Deposits,TRUE,FALSE,,,,,,,,3141,222.4,39,4.67868705
MO-IL-St. Louis,38.740211,-90.345825,Wells Fargo ,3607411376,1863,0,0,Deposits,TRUE,FALSE,0,0.012034956,0,17,446,inf,Good,,,,
MO-KS-Kansas City,38.931857,-94.443841,Ally Bank (formerly GMAC),255926039,1468,0.018,4538316,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5221,38.77,5,3.993809647
MO-KS-Kansas City,38.931857,-94.443841,Arvest Bank,255926039,1468,0.027,883616,Credit_Cash_Management,FALSE,TRUE,0.127874907,0.0062909,20.32696438,17,713,0.049195737,Poor,241,42.88,5,4
MO-KS-Kansas City,38.931857,-94.443841,Authorize.Net,255926039,1468,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,6030,18.68,2,5
MO-KS-Kansas City,38.931857,-94.443841,BMO,255926039,1468,0.022,3415539,Credit_Cash_Management,TRUE,FALSE,,,,,,,,303,26.07,3,3.990794016
MO-KS-Kansas City,38.931857,-94.443841,BOK Financial,255926039,1468,0.014,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,11,188,inf,Good,430,26.07,3,4.707326429
MO-KS-Kansas City,38.931857,-94.443841,Bank of America,255926039,1468,0.009,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4836,85.6,16,4.218107477
MO-KS-Kansas City,38.931857,-94.443841,Capital One,255926039,1468,0,5540,Credit_Cash_Management,TRUE,FALSE,,,,,,,,4859,34.73,4,3.938093867
MO-KS-Kansas City,38.931857,-94.443841,Central Trust Bank,255926039,1468,0.039,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,5,82,inf,Excellent,747,13.77,2,4.660856935
MO-KS-Kansas City,38.931857,-94.443841,Citi,255926039,1468,0.019,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,804,10.59,3,4.769593957
MO-KS-Kansas City,38.931857,-94.443841,Citizens Bank,255926039,1468,0.001,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,12,415,inf,Good,4841,3.6,1,4
MO-KS-Kansas City,38.931857,-94.443841,Commerce Bank (MO),255926039,1468,0.098,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,2,14,inf,Excellent,873,159.36,19,4.530936245
MO-KS-Kansas City,38.931857,-94.443841,CoreFirst Bank & Trust,255926039,1468,0.031,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,7,105,inf,Excellent,4514,15.26,2,4.5
MO-KS-Kansas City,38.931857,-94.443841,Country Club Bank,255926039,1468,0.072,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,3,34,inf,Excellent,5779,61.6,7,5
MO-KS-Kansas City,38.931857,-94.443841,Enterprise Bank (MO),255926039,1468,0.024,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,10,131,inf,Excellent,1171,18.44,2,4.493492408
MO-KS-Kansas City,38.931857,-94.443841,Fifth Third Bank,255926039,1468,0,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,14,450,inf,Good,,,,
MO-KS-Kansas City,38.931857,-94.443841,First Citizens Bank & Trust (NC/VA),255926039,1468,0.004,20607,Credit_Cash_Management,FALSE,TRUE,0.020129839,0.0062909,3.199834369,16,647,0.312516176,Poor,1299,16.97,2,3.348850913
MO-KS-Kansas City,38.931857,-94.443841,Ford Motor,255926039,1468,0.004,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1384,24.42,3,4.314905815
MO-KS-Kansas City,38.931857,-94.443841,Great Southern Bank,255926039,1468,0.026,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,9,118,inf,Excellent,1521,7.69,1,5
MO-KS-Kansas City,38.931857,-94.443841,Huntington National Bank,255926039,1468,0,23140,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,15,451,inf,Good,1676,9.1,1,5
MO-KS-Kansas City,38.931857,-94.443841,INTRUST Bank,255926039,1468,0.001,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,13,416,inf,Good,1703,3.81,1,4
MO-KS-Kansas City,38.931857,-94.443841,JPMorgan,255926039,1468,0.046,2404555,Credit_Cash_Management,TRUE,FALSE,,,,,,,,1804,71.62,13,4.026808154
MO-KS-Kansas City,38.931857,-94.443841,KeyBank,255926039,1468,0.031,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,8,106,inf,Excellent,1886,7.63,1,5
MO-KS-Kansas City,38.931857,-94.443841,NBH Bank,255926039,1468,0.063,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,4,39,inf,Excellent,,,,
MO-KS-Kansas City,38.931857,-94.443841,PNC Bank,255926039,1468,0.001,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,2444,17.03,3,4.548443922
MO-KS-Kansas City,38.931857,-94.443841,PayPal,255926039,1468,0,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,5894,13.65,2,4
MO-KS-Kansas City,38.931857,-94.443841,Security Bank of Kansas City,255926039,1468,0.107,0,Credit_Cash_Management,FALSE,TRUE,0,0.0062909,0,1,13,inf,Excellent,4755,42.6,6,4.639906103
MO-KS-Kansas City,38.931857,-94.443841,TD Bank,255926039,1468,0.006,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3021,7.19,1,4
MO-KS-Kansas City,38.931857,-94.443841,UMB Bank,255926039,1468,0.124,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3158,83.33,11,4.485539422
MO-KS-Kansas City,38.931857,-94.443841,US Bank,255926039,1468,0.052,3030129,Credit_Cash_Management,TRUE,FALSE,,,,,,,,3141,97.42,16,4.397659618
MO-KS-Kansas City,38.931857,-94.443841,Union Bank & Trust (NE),255926039,1468,0.049,0,Credit_Cash_Management,TRUE,FALSE,,,,,,,,,,,
MO-KS-Kansas City,38.931857,-94.443841,Wells Fargo ,255926039,1468,0.038,0,Credit_Cash_Management,TRUE,FALSE,0,0.0062909,0,6,85,inf,Excellent,,,,
MO-KS-Kansas City,38.931857,-94.443841,Arvest Bank,2851667385,1467,0.042,29712388,Deposits,FALSE,TRUE,0.248078655,0.01870611,13.26190476,16,641,0.07540395,Poor,241,42.88,5,4
MO-KS-Kansas City,38.931857,-94.443841,BMO,2851667385,1467,0.006,0,Deposits,TRUE,FALSE,,,,,,,,303,26.07,3,3.990794016
MO-KS-Kansas City,38.931857,-94.443841,BOK Financial,2851667385,1467,0.022,0,Deposits,FALSE,TRUE,0,0.01870611,0,6,161,inf,Excellent,430,26.07,3,4.707326429
MO-KS-Kansas City,38.931857,-94.443841,Bank of America,2851667385,1467,0.045,0,Deposits,TRUE,FALSE,,,,,,,,4836,85.6,16,4.218107477
MO-KS-Kansas City,38.931857,-94.443841,Central Trust Bank,2851667385,1467,0.022,0,Deposits,FALSE,TRUE,0,0.01870611,0,7,162,inf,Excellent,747,13.77,2,4.660856935
MO-KS-Kansas City,38.931857,-94.443841,Citizens Bank,2851667385,1467,0.007,0,Deposits,FALSE,TRUE,0,0.01870611,0,12,307,inf,Good,4841,3.6,1,4
MO-KS-Kansas City,38.931857,-94.443841,Commerce Bank (MO),2851667385,1467,0.228,0,Deposits,FALSE,TRUE,0,0.01870611,0,1,5,inf,Excellent,873,159.36,19,4.530936245
MO-KS-Kansas City,38.931857,-94.443841,CoreFirst Bank & Trust,2851667385,1467,0.013,0,Deposits,FALSE,TRUE,0,0.01870611,0,11,236,inf,Good,4514,15.26,2,4.5
MO-KS-Kansas City,38.931857,-94.443841,Country Club Bank,2851667385,1467,0.05,0,Deposits,FALSE,TRUE,0,0.01870611,0,3,67,inf,Excellent,5779,61.6,7,5
MO-KS-Kansas City,38.931857,-94.443841,Enterprise Bank (MO),2851667385,1467,0.015,0,Deposits,FALSE,TRUE,0,0.01870611,0,10,216,inf,Good,1171,18.44,2,4.493492408
MO-KS-Kansas City,38.931857,-94.443841,Fifth Third Bank,2851667385,1467,0,0,Deposits,FALSE,TRUE,0,0.01870611,0,15,447,inf,Good,,,,
